ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,WElo,WSurfElo,WBD,WHand,WBHand,LElo,LSurfElo,LBD,LHand,LBHand
22,Marrakech,Grand Prix Hassan II,2018-04-10,ATP250,Outdoor,Clay,1st Round,3,Basilashvili N.,Berrettini M.,86.0,104.0,655.0,577.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.5,1.47,,,2.68,1.52,,,2.75,1.57,2.57,1.51,1839.2,1821.5,1992-02-23,R,2.0,1950.8,1908.8,1996-04-12,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-10,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,Ivashka I.,355.0,123.0,126.0,452.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.57,2.25,,,1.69,2.29,,,1.69,2.58,1.59,2.35,1751.3,1760.2,1986-01-23,R,2.0,1651.7,1594.2,1994-02-24,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-10,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Ahouda A.,23.0,727.0,1745.0,27.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.01,17.0,1.01,11.5,,,1.03,16.29,,,1.04,20.48,1.02,16.05,,,,,,,,,,
21,Houston,U.S. Men's Clay Court Championships,2018-04-11,ATP250,Outdoor,Clay,1st Round,3,Johnson S.,Escobedo E.,51.0,120.0,975.0,465.0,3.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.0,1.37,2.85,,,1.44,2.97,,,1.49,3.1,1.41,2.9,1725.9,1694.4,1989-12-24,R,2.0,1574.7,1479.6,1996-07-04,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-11,ATP250,Outdoor,Clay,1st Round,3,Fritz T.,Smyczek T.,72.0,124.0,744.0,450.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.0,1.32,3.1,,,1.3,3.82,,,1.41,3.82,1.35,3.22,,,,,,1550.0,1427.5,1987-12-30,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-11,ATP250,Outdoor,Clay,2nd Round,3,Sandgren T.,Kicker N.,56.0,87.0,898.0,650.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.18,1.77,,,2.21,1.81,2.12,1.72,1685.9,1615.8,1991-07-22,R,2.0,,,,,
21,Houston,U.S. Men's Clay Court Championships,2018-04-11,ATP250,Outdoor,Clay,2nd Round,3,Karlovic I.,Kudla D.,88.0,122.0,645.0,456.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.95,1.75,2.0,1.8,2.12,1.81,,,2.15,1.86,2.02,1.79,1693.1,1629.5,1979-02-28,R,1.0,1601.1,1543.7,1992-08-17,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-11,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Querrey S.,63.0,14.0,830.0,2265.0,2.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.75,1.91,1.91,2.05,1.86,,,2.12,1.87,2.01,1.81,1822.3,1819.7,1990-05-17,L,2.0,1848.6,1775.4,1987-10-07,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-11,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Seppi A.,93.0,62.0,626.0,851.0,1.0,6.0,6.0,3.0,6.0,0.0,,,,,2.0,1.0,Completed,2.25,1.57,2.2,1.6,,,2.24,1.71,,,2.4,1.71,2.27,1.63,1786.9,1692.8,1989-11-11,R,2.0,1753.5,1679.5,1984-02-21,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-11,ATP250,Outdoor,Clay,1st Round,3,Jaziri M.,Fucsovics M.,91.0,61.0,638.0,864.0,1.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.36,3.05,1.33,,,3.4,1.36,,,3.55,1.38,3.18,1.35,1536.0,1536.3,1984-01-20,R,2.0,1747.4,1696.1,1992-02-08,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-11,ATP250,Outdoor,Clay,2nd Round,3,Vatutin A.,Ramos-Vinolas A.,160.0,23.0,349.0,1745.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.6,1.25,3.0,1.4,4.1,1.28,,,4.2,1.3,3.81,1.27,1496.6,1495.9,1992-10-27,,,,,,,
22,Marrakech,Grand Prix Hassan II,2018-04-11,ATP250,Outdoor,Clay,2nd Round,3,Andujar P.,Arnaboldi A.,355.0,221.0,126.0,246.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.33,3.05,1.36,3.25,1.38,3.33,,,1.45,3.45,1.37,3.11,1751.3,1760.2,1986-01-23,R,2.0,1429.1,1410.2,1987-12-27,L,1.0
22,Marrakech,Grand Prix Hassan II,2018-04-11,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Garcia-Lopez G.,38.0,67.0,1295.0,787.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.37,2.85,1.4,3.0,1.45,2.99,,,1.45,3.1,1.4,2.93,1793.3,1726.1,1986-06-18,R,1.0,,,,,
22,Marrakech,Grand Prix Hassan II,2018-04-11,ATP250,Outdoor,Clay,1st Round,3,Ouahab L.,Kohlschreiber P.,617.0,34.0,43.0,1380.0,2.0,6.0,6.0,0.0,7.0,6.0,,,,,2.0,1.0,Completed,5.5,1.14,5.2,1.13,,,5.95,1.16,,,6.05,1.16,5.52,1.14,,,,,,1789.2,1755.7,1983-10-16,R,1.0
22,Marrakech,Grand Prix Hassan II,2018-04-11,ATP250,Outdoor,Clay,2nd Round,3,Simon G.,Carballes Baena R.,71.0,78.0,755.0,706.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.9,1.8,4.5,1.2,2.11,1.81,,,2.11,1.96,1.95,1.86,1786.5,1727.8,1984-12-27,R,2.0,,,,,
22,Marrakech,Grand Prix Hassan II,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3,Sousa J.,Basic M.,70.0,94.0,760.0,623.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.0,1.35,2.95,1.36,3.25,1.38,3.33,,,1.42,3.4,1.36,3.13,1734.6,1690.8,1989-03-30,R,2.0,1436.6,1407.6,1991-07-12,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3,Basilashvili N.,Ouahab L.,86.0,617.0,655.0,43.0,7.0,6.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.47,2.5,1.44,2.62,1.55,2.64,,,1.55,2.88,1.49,2.63,1839.2,1821.5,1992-02-23,R,2.0,,,,,
22,Marrakech,Grand Prix Hassan II,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3,Edmund K.,Albot R.,26.0,93.0,1627.0,626.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.22,3.85,1.22,4.33,1.26,4.39,,,1.3,4.45,1.24,4.02,1830.1,1766.6,1995-01-08,R,2.0,1786.9,1692.8,1989-11-11,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3,Jaziri M.,Zverev M.,91.0,55.0,638.0,932.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2,1.72,2.0,1.8,2.16,1.78,,,2.16,1.87,2.04,1.78,1536.0,1536.3,1984-01-20,R,2.0,1597.1,1553.4,1987-08-22,L,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3,Johnson S.,Tiafoe F.,51.0,58.0,975.0,893.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.25,1.57,2.25,1.61,2.41,1.64,,,2.41,1.7,2.27,1.63,1725.9,1694.4,1989-12-24,R,2.0,1739.2,1694.1,1998-01-20,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,Harrison R.,72.0,54.0,744.0,945.0,3.0,6.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,2,1.72,2.1,1.73,2.2,1.75,,,2.2,1.84,2.07,1.76,,,,,,,,,,
21,Houston,U.S. Men's Clay Court Championships,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3,Kyrgios N.,Fratangelo B.,24.0,108.0,1675.0,531.0,6.0,7.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.33,1.22,3.85,1.22,4.33,1.29,4.04,,,1.29,4.4,1.25,3.96,1907.1,1752.9,1995-04-27,R,2.0,1634.4,1572.7,1993-07-19,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,2nd Round,3,Isner J.,Laaksonen H.,9.0,143.0,3125.0,396.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.15,4.75,1.17,5.0,1.17,5.91,,,1.2,6.3,1.16,5.34,1839.5,1749.0,1985-04-26,R,2.0,1582.4,1552.0,1992-03-31,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,2nd Round,3,Sock J.,Zeballos H.,16.0,66.0,2200.0,798.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.2,1.61,2.25,1.74,2.23,,,1.74,2.37,1.65,2.25,,,,,,,,,,
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,Quarterfinals,3,Sandgren T.,Pella G.,56.0,63.0,898.0,830.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.4,2.95,1.35,3.0,1.4,3.19,1.42,,,3.32,1.47,3.03,1.39,1685.9,1615.8,1991-07-22,R,2.0,1822.3,1819.7,1990-05-17,L,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,Quarterfinals,3,Karlovic I.,Kyrgios N.,88.0,24.0,645.0,1675.0,3.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,3.45,1.27,3.25,1.33,3.85,1.32,,,4.0,1.35,3.58,1.3,1693.1,1629.5,1979-02-28,R,1.0,1907.1,1752.9,1995-04-27,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,Quarterfinals,3,Fritz T.,Sock J.,72.0,16.0,744.0,2200.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.25,1.36,2.95,1.35,3.0,1.4,3.32,1.39,,,3.44,1.45,3.11,1.37,,,,,,,,,,
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3,Andujar P.,Sousa J.,355.0,70.0,126.0,760.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.4,1.5,,,2.59,1.58,,,2.6,1.61,2.45,1.56,1751.3,1760.2,1986-01-23,R,2.0,1734.6,1690.8,1989-03-30,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3,Edmund K.,Gasquet R.,26.0,38.0,1627.0,1295.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.65,2.1,,,1.69,2.33,,,1.8,2.33,1.71,2.15,1830.1,1766.6,1995-01-08,R,2.0,1793.3,1726.1,1986-06-18,R,1.0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3,Edmund K.,Jaziri M.,26.0,91.0,1627.0,638.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.27,3.45,1.3,3.5,1.28,4.22,,,1.33,4.4,1.29,3.69,1830.1,1766.6,1995-01-08,R,2.0,1536.0,1536.3,1984-01-20,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3,Andujar P.,Vatutin A.,355.0,160.0,126.0,349.0,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.37,1.55,2.3,1.57,2.37,1.63,2.47,,,1.65,2.64,1.59,2.39,1751.3,1760.2,1986-01-23,R,2.0,1496.6,1495.9,1992-10-27,,
21,Houston,U.S. Men's Clay Court Championships,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3,Sandgren T.,Karlovic I.,56.0,88.0,898.0,645.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.1,1.65,2.1,1.73,2.24,1.75,,,2.27,1.77,2.13,1.72,1685.9,1615.8,1991-07-22,R,2.0,1693.1,1629.5,1979-02-28,R,1.0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3,Sousa J.,Basilashvili N.,70.0,86.0,760.0,655.0,6.0,2.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.33,3.4,1.3,3.2,1.33,3.4,1.35,3.55,,,1.37,3.65,1.33,3.33,1734.6,1690.8,1989-03-30,R,2.0,1839.2,1821.5,1992-02-23,R,2.0
21,Houston,U.S. Men's Clay Court Championships,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3,Johnson S.,Fritz T.,51.0,72.0,975.0,744.0,7.0,5.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,1.55,2.3,1.67,2.2,1.64,2.44,,,1.7,2.54,1.61,2.32,1725.9,1694.4,1989-12-24,R,2.0,,,,,
21,Houston,U.S. Men's Clay Court Championships,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3,Johnson S.,Isner J.,51.0,9.0,975.0,3125.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.62,1.5,2.5,1.47,2.62,1.5,2.72,1.53,,,2.73,1.57,2.58,1.51,1725.9,1694.4,1989-12-24,R,2.0,1839.5,1749.0,1985-04-26,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Simon G.,38.0,71.0,1295.0,755.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.35,2.95,1.4,3.0,1.38,3.36,,,1.45,3.45,1.38,3.08,1793.3,1726.1,1986-06-18,R,1.0,1786.5,1727.8,1984-12-27,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Medvedev D.,Fucsovics M.,49.0,59.0,984.0,864.0,6.0,7.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,2.0,1.72,2,1.72,,,2.17,1.78,,,2.2,1.87,2.08,1.75,2064.7,1863.4,1996-02-11,R,2.0,1747.4,1696.1,1992-02-08,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Zverev M.,Auger-Aliassime F.,55.0,448.0,932.0,82.0,6.0,2.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.25,1.57,2.15,1.62,,,2.38,1.65,,,2.4,1.78,2.21,1.67,1597.1,1553.4,1987-08-22,L,2.0,,,,,
21,Houston,U.S. Men's Clay Court Championships,2018-04-15,ATP250,Outdoor,Clay,The Final,3,Johnson S.,Sandgren T.,51.0,56.0,975.0,898.0,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.62,1.47,1.5,,,1.54,2.69,,,1.59,2.85,1.49,2.64,1725.9,1694.4,1989-12-24,R,2.0,1685.9,1615.8,1991-07-22,R,2.0
22,Marrakech,Grand Prix Hassan II,2018-04-15,ATP250,Outdoor,Clay,The Final,3,Andujar P.,Edmund K.,355.0,26.0,126.0,1627.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.75,1.28,3.6,1.25,,,4.18,1.28,,,4.18,1.33,3.68,1.29,1751.3,1760.2,1986-01-23,R,2.0,1830.1,1766.6,1995-01-08,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Kokkinakis T.,38.0,150.0,1255.0,380.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.53,2.35,,,1.58,2.55,,,1.61,2.66,1.55,2.44,1872.7,1836.8,1996-05-21,R,2.0,1781.2,1694.6,1996-04-10,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Tsitsipas S.,Shapovalov D.,71.0,45.0,767.0,1118.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.62,2.15,,,1.68,2.34,,,1.73,2.35,1.66,2.23,2067.4,1991.2,1998-08-12,R,1.0,1946.8,1779.1,1999-04-15,L,1.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Bedene A.,Basic M.,58.0,92.0,877.0,643.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.19,4.2,,,1.21,5.0,,,1.25,5.25,1.2,4.61,1827.3,1783.4,1989-07-18,R,2.0,1436.6,1407.6,1991-07-12,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Muller G.,Mayer F.,28.0,74.0,1465.0,729.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.62,2.15,,,1.71,2.27,,,1.75,2.35,1.68,2.19,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Djokovic N.,Lajovic D.,13.0,93.0,2310.0,639.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.25,3.6,,,1.27,4.22,,,1.34,4.25,1.28,3.75,2201.3,2132.0,1987-05-22,R,2.0,1716.2,1727.2,1990-06-30,R,1.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Donaldson J.,24.0,51.0,1745.0,977.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.32,3.1,,,1.36,3.44,,,1.4,3.58,1.34,3.23,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Nishikori K.,Berdych T.,36.0,18.0,1280.0,2140.0,4.0,6.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.75,,,1.95,1.95,,,2.18,1.95,2.03,1.79,1936.5,1917.7,1989-12-29,R,2.0,1834.6,1784.6,1985-09-17,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Benneteau J.,39.0,57.0,1251.0,891.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.16,4.6,,,1.19,5.42,,,1.22,5.42,1.19,4.83,1823.7,1793.2,1996-11-14,R,2.0,,,,,
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Rublev A.,Haase R.,33.0,44.0,1378.0,1120.0,7.0,6.0,2.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.72,2.0,1.72,2.0,,,1.83,2.09,,,1.85,2.1,1.78,2.02,1957.6,1818.7,1997-10-20,R,2.0,1659.3,1599.1,1987-04-06,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Herbert P.H.,Lorenzi P.,82.0,63.0,690.0,850.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.55,,,1.48,2.86,,,1.53,2.94,1.46,2.73,,,,,,1560.9,1545.8,1981-12-15,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Gojowczyk P.,16.0,50.0,2175.0,979.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,4.75,,,1.18,5.55,,,1.25,5.9,1.17,5.06,,,,,,1639.0,1563.8,1989-07-15,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Raonic M.,Catarina L.,22.0,365.0,1765.0,122.0,3.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.01,23.0,1.01,11.5,,,1.01,29.16,,,1.02,30.0,1.01,20.91,1819.8,1761.0,1990-12-27,R,2.0,,,,,
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Cuevas P.,37.0,41.0,1280.0,1210.0,5.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,1.9,1.8,1.9,,,1.84,2.08,,,1.95,2.08,1.86,1.94,1805.3,1770.0,1983-11-15,L,2.0,1725.3,1721.9,1986-01-01,R,1.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Paire B.,30.0,48.0,1420.0,1020.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.61,2.15,1.62,,,2.32,1.68,,,2.35,1.73,2.21,1.67,1783.4,1719.6,1981-09-20,L,1.0,1783.2,1776.9,1989-05-08,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Sugita Y.,61.0,43.0,855.0,1160.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.53,2.35,,,1.55,2.64,,,1.6,2.65,1.54,2.47,,,,,,1617.2,1480.3,1988-09-18,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Ivashka I.,20.0,122.0,1840.0,458.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.19,4.2,,,1.23,4.73,,,1.24,4.95,1.21,4.44,1891.2,1873.9,1987-05-24,R,2.0,1651.7,1594.2,1994-02-24,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Pella G.,15.0,60.0,2220.0,858.0,0.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.62,1.42,2.65,,,1.45,2.97,,,1.48,3.1,1.44,2.78,,,,,,1822.3,1819.7,1990-05-17,L,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Sandgren T.,40.0,47.0,1230.0,1033.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.22,3.85,,,1.29,3.99,,,1.29,4.85,1.25,3.91,1789.2,1755.7,1983-10-16,R,1.0,1685.9,1615.8,1991-07-22,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Chardy J.,34.0,84.0,1340.0,685.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.62,2.15,,,1.61,2.47,,,1.68,2.47,1.63,2.28,1793.3,1726.1,1986-06-18,R,1.0,1850.6,1789.9,1987-02-12,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Rublev A.,7.0,33.0,3665.0,1378.0,5.0,7.0,7.0,5.0,7.0,5.0,,,,,2.0,1.0,Completed,1.25,3.75,1.23,3.75,,,1.28,4.1,,,1.3,4.25,1.26,3.86,2066.2,2048.5,1993-09-03,R,1.0,1957.6,1818.7,1997-10-20,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev M.,Pouille L.,55.0,11.0,932.0,2410.0,2.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,5.0,1.14,4.75,1.15,,,5.68,1.18,,,6.1,1.25,5.12,1.17,1597.1,1553.4,1987-08-22,L,2.0,1847.8,1789.8,1994-02-23,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Herbert P.H.,5.0,82.0,4635.0,690.0,3.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.25,1.32,3.1,,,1.38,3.35,,,1.39,3.45,1.35,3.23,1837.8,1773.7,1991-05-16,R,1.0,,,,,
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Muller G.,4.0,28.0,4925.0,1465.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.14,5.5,1.14,5.0,,,1.16,6.27,,,1.18,6.6,1.15,5.49,1985.8,1978.4,1997-04-20,R,2.0,,,,,
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Seppi A.,Edmund K.,62.0,23.0,851.0,1757.0,6.0,3.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.36,2.8,1.38,,,3.06,1.43,,,3.2,1.47,2.93,1.41,1753.5,1679.5,1984-02-21,R,2.0,1830.1,1766.6,1995-01-08,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Goffin D.,Tsitsipas S.,10.0,71.0,3110.0,767.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.75,1.95,,,1.74,2.23,,,1.87,2.23,1.8,2.01,1895.1,1833.1,1990-12-07,R,2.0,2067.4,1991.2,1998-08-12,R,1.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Cecchinato M.,Dzumhur D.,100.0,31.0,606.0,1415.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,1.95,,,1.93,1.97,,,1.95,2.05,1.84,1.96,1626.7,1658.5,1992-09-30,R,1.0,1723.9,1647.4,1992-05-20,R,2.0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Mannarino A.,69.0,26.0,780.0,1655.0,6.0,3.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.37,1.6,2.2,,,1.67,2.36,,,1.71,2.4,1.63,2.28,1786.5,1727.8,1984-12-27,R,2.0,1782.0,1651.5,1988-06-29,L,2.0
